batch_size,beat_mask_ms,chunk_count,dropout,join_method,model_choice,n_mask_codebooks,num_feedback_steps,num_outputs,onset_mask_width,periodic_p,pitch_shift_amt,run_id,run_number,sample_cutoff,sampletemp,sampling_steps,status,stretch_factor,sweep_label,sweep_param,sweep_value,top_p,typical_filtering,typical_mass,typical_min_tokens
2,0,1,0.1,direct,xeno-canto,2,2,2,0,13,0,001_xeno_canto_user_setting_039614f501a2,1,0.9,0.92,48,ok,1,xeno_canto_user_setting,manual,requested,0.0,True,0.12,64
