batch_size,beat_mask_ms,chunk_count,compression,dropout,elapsed_s,input_path,join_method,mask_path,model_choice,n_mask_codebooks,num_feedback_steps,onset_mask_width,output_1_path,periodic_p,pitch_shift_amt,raw_peak,run_dir,run_id,run_number,sample_cutoff,sampletemp,sampling_steps,seed,selected_output_path,selected_peak,selected_rms,status,stretch_factor,top_p,typical_filtering,typical_mass,typical_min_tokens
1,0,1,2,0.1,123.672,/Users/yingyao/Downloads/VampNet/vampnet-main/experiments/Dry #15_1 10s.wav,direct,experiments/targeted_sweeps/n64_no_beat_cleaner_20260713/runs/001_n64_cleaner_comp2_no_beat_periodic13/mask.png,n64,2,2,0,experiments/targeted_sweeps/n64_no_beat_cleaner_20260713/runs/001_n64_cleaner_comp2_no_beat_periodic13/output_1_raw.wav,13,0,0.77887,experiments/targeted_sweeps/n64_no_beat_cleaner_20260713/runs/001_n64_cleaner_comp2_no_beat_periodic13,001_n64_cleaner_no_beat_comp2_periodic13_c6d28c7268d3,1,0.9,0.92,48,20260617,experiments/targeted_sweeps/n64_no_beat_cleaner_20260713/selected/selected_n64_cleaner_no_beat_comp2_periodic13_dropout0p10_cut0p90_temp0p92_steps48_c6d28c7268d3.wav,0.77887,0.05215,ok,1,0.0,True,0.12,64
