batch_size,beat_mask_ms,chunk_count,compression,dropout,elapsed_s,input_path,join_method,mask_path,model_choice,n_mask_codebooks,num_feedback_steps,onset_mask_width,output_1_path,periodic_p,pitch_shift_amt,raw_peak,run_dir,run_id,run_number,sample_cutoff,sampletemp,sampling_steps,seed,selected_output_path,selected_peak,selected_rms,status,stretch_factor,top_p,typical_filtering,typical_mass,typical_min_tokens
1,0,1,2,0.22,715.202,/Users/yingyao/Downloads/VampNet/vampnet-main/experiments/Dry #15_1 10s.wav,direct,experiments/targeted_sweeps/n64_no_beat_selected_20260713/runs/001_n64_comp2_no_beat_periodic13/mask.png,n64,2,2,0,experiments/targeted_sweeps/n64_no_beat_selected_20260713/runs/001_n64_comp2_no_beat_periodic13/output_1_raw.wav,13,0,0.710358,experiments/targeted_sweeps/n64_no_beat_selected_20260713/runs/001_n64_comp2_no_beat_periodic13,001_n64_no_beat_comp2_periodic13_e8219d3f6a2f,1,0.72,1.05,30,20260617,experiments/targeted_sweeps/n64_no_beat_selected_20260713/selected/selected_n64_no_beat_comp2_periodic13_dropout0p22_cut0p72_e8219d3f6a2f.wav,0.710358,0.061765,ok,1,0.0,True,0.16,64
