batch_size,beat_mask_ms,copied_input_path,dropout,elapsed_s,input_path,mask_path,model_choice,n_mask_codebooks,num_feedback_steps,num_outputs,onset_mask_width,output_1_path,output_paths,params_hash,periodic_p,pitch_shift_amt,run_dir,run_id,run_number,sample_cutoff,sampletemp,sampling_steps,seed,status,stretch_factor,sweep_label,sweep_param,sweep_value,top_p,typical_filtering,typical_mass,typical_min_tokens
1,0,experiments/model_baselines_short/20260617_232900_default_input_3s_copy/input/input_3s copy.mp3,0.0,235.637,/Users/yingyao/Downloads/VampNet/vampnet-main/my_data/input_3s copy.mp3,experiments/model_baselines_short/20260617_232900_default_input_3s_copy/runs/baseline/001_baseline_default_default_6881727ba682/mask.png,default,3,1,1,0,experiments/model_baselines_short/20260617_232900_default_input_3s_copy/runs/baseline/001_baseline_default_default_6881727ba682/output_1.wav,['experiments/model_baselines_short/20260617_232900_default_input_3s_copy/runs/baseline/001_baseline_default_default_6881727ba682/output_1.wav'],6881727ba682,7,0,experiments/model_baselines_short/20260617_232900_default_input_3s_copy/runs/baseline/001_baseline_default_default_6881727ba682,001_baseline_default_default_6881727ba682,1,1.0,1.0,4,20260617,ok,1,default,baseline,default,0.0,True,0.15,64
